document_name,date,start_page,end_page,content,author,is_vocabulary
The 4 hour week ,2023-08-24 01:37:18,28,28,I don’t fix it if it isn’t broken. Different is better when it is more effective or more fun, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:38:37,28,28,Retirement Is Worst-Case-Scenario Insurance, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:39:46,29,29,don’t mistake retirement for the goal, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:41:36,29,29,"Capacity, interest, and mental endurance all wax and wane. Plan accordingly. The NR aims to distribute “mini-retirements” throughout life instead of hoarding the recovery and enjoyment for the fool’s gold of retirement. By working only when you are most effective", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:41:40,29,29,The NR aims to distribute “mini-retirements” throughout life instead of hoarding the recovery and enjoyment for the fool’s gold of retirement, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:43:16,29,29,"The Timing Is Never Right. I once asked my mom how she decided when to have her first child, little ol’ me. The answer was simple: “It was something we wanted, and we decided there was no point in putting it off. The timing is never right to have a baby", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:44:16,30,30,"If the potential damage is moderate or in any way reversible, don’t give people the chance to say no. Most people are fast to stop you before you get started but hesitant to get in the way if you’re moving", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:44:51,30,30,It is far more lucrative and fun to leverage your strengths instead of attempting to fix all the chinks in your armor, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:45:03,30,30,Focus on better use of your best weapons instead of constant repair, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:50:18,31,31,"Assuming that the total absolute income is where it needs to be to live my dreams (not an arbitrary point of comparison with the Joneses), relative income is the real measurement of wealth for the New Rich", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:53:45,32,32,", a Greek prefix for “healthy,” is used in the same sense in the word “euphoria.” Role models who push us to exceed our limits, physical training that removes our spare tires, and risks that expand our sphere of comfortable action are all examples of eustress—stress that is healthful and the stimulus for growth", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 01:58:29,33,33,risks weren’t that scary once you took them, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:01:09,34,34,Most people will choose unhappiness over uncertainty, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:04:40,35,35,"As soon as I cut through the vague unease and ambiguous anxiety by defining my nightmare, the worst-case scenario, I wasn’t as worried about taking a trip", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:24:58,41,41,"If you are insecure, guess what? The rest of the world is, too. Do not overestimate the competition and underestimate yourself. You are better than you think", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:25:08,41,41,"Ninety-nine percent of people in the world are convinced they are incapable of achieving great things, so they aim for the mediocre. The level of competition is thus fiercest for “realistic” goals, paradoxically making them the most time-and energy-consuming", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:40:17,46,46,What would you do if there were no way you could fail? If you were 10 times smarter than the rest of the world, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:54:48,53,53,Here are two truisms to keep in mind: 1. Doing something unimportant well does not make it important. 2. Requiring a lot of time does not make a task important., Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:55:10,53,53,"What you do is infinitely more important than how you do it. Efficiency is still important, but it is useless unless applied to the right things", Timothy Ferris  ,False
The 4 hour week ,2023-08-24 02:58:44,54,54,Pareto’s Law can be summarized as follows: 80% of the outputs result from 20% of the inputs, Timothy Ferris  ,False
The 4 hour week ,2023-08-24 03:05:36,57,57,of time is actually lack of priorities, Timothy Ferris  ,False
The Case Against the Sexual Revolution ,2023-09-01 04:53:01,28,28,"This is the idea that sex is nothing more than a leisure activity, invested with meaning only if the participants choose to give it meaning.", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 04:54:01,28,28,"The sociologist Max Weber described the ‘disenchantment’ of the natural world that resulted from the Enlightenment, as the ascendence of rationality stripped away the sense of magic that this ‘enchanted garden’ had once held for premodern people", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:08:54,34,34,"But in liberal feminist circles you’re not supposed to talk about the influence of online porn, or BDSM, or hook-up culture, or any of the other malign elements of our new sexual culture, because to do so would be to question the doctrine of sexual freedom.", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:09:04,34,34,So young women are forced to learn for themselves that freedom has, Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:15:48,36,36,"The fetishisation of youth in our culture has given us the false idea that it is young people who are best placed to provide moral guidance to their elders, despite their obvious lack of experience", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:18:20,37,37,demonising the past serves to justify the status quo., Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:21:30,39,39,"We have smoothly transitioned from one form of feminine subservience to another, but we pretend that this one is liberation", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:33:47,47,47,"workplace sexual harassment, for instance, is almost never perpetrated by junior men against more senior women", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:33:54,47,47,"workplace sexual harassment, for instance, is almost never perpetrated by junior men against more senior women. Instead it follows a predictable gradient: perpetrated by those with more power against those with less.", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:34:48,48,48,naturalistic fallacy: the false belief that because something is natural it must necessarily be good, Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:38:48,51,51,"Socialisation theory depends upon a furtive form of human exceptionalism, by which we are understood to be both uniquely detached from the normal processes of natural selection and uniquely corruptible by cultural influence", Louise Perry  ,False
The Case Against the Sexual Revolution ,2023-09-01 05:45:04,54,54,But recognising these kinds of physical limitation does not sit well with a liberal feminist project that aims to challenge any restrictions on human freedom. If, Louise Perry  ,False
Parisians ,2023-09-03 01:23:08,24,24,cul-de-sacs, Robb Graham  ,True
Parisians ,2023-09-03 01:23:11,24,24,cul-de-sacs, Robb Graham  ,True
Parisians ,2023-09-03 01:29:48,26,26,Café de la Régence, Robb Graham  ,False
Parisians ,2023-09-03 01:29:56,26,26,"Jean-Jacques Rousseau’s favourite coffeehouse, the Café de la Régence on", Robb Graham  ,False
Parisians ,2023-09-06 01:57:56,34,34,so many people chose to live in a city that poets habitually described as Hell because it offered the priceless blessing of oblivion, Robb Graham  ,False
Corruptible ,2023-09-12 05:07:31,113,113,We convict others for the same behavior we exonerate in ourselves. This kind of fundamental attribution, Brian Klaas  ,False
Corruptible ,2023-09-12 06:22:19,135,135,the dirty hands problem” to refer to the unique set of moral dilemmas that politicians—and others in positions of authority—routinely face., Brian Klaas  ,False
Corruptible ,2023-09-12 06:26:55,136,136,"When we say “power corrupts,” we mean that power makes people worse than they previously were. Instead, much of the time, they just have to make worse decisions, which isn’t the same", Brian Klaas  ,False
Corruptible ,2023-09-14 00:52:12,142,142,"if the lies don’t get more extreme, your loyalty tests become useless", Brian Klaas  ,False
Corruptible ,2023-09-14 00:52:23,142,142,Power didn’t corrupt them. They learned to be good at being bad., Brian Klaas  ,False
Corruptible ,2023-09-14 00:54:06,143,143,Our intuition is to determine who the “bad people” are by how often they do bad things, Brian Klaas  ,False
Corruptible ,2023-09-14 18:29:59,149,149,"The picture is starting to come into focus. Corruptible people are drawn to power. They’re often better at getting it. We, as humans, are drawn to following the wrong leaders for irrational reasons linked to our Stone Age brains. Bad systems make everything worse", Brian Klaas  ,False
The 4 hour week ,2023-09-14 21:36:49,58,58,Identify the few critical tasks that contribute most to income and schedule them with very short and clear deadlines., Timothy Ferris  ,False
The 4 hour week ,2023-09-14 21:44:17,62,62,"Learn to ask, “If this is the only thing I accomplish today, will I be satisfied with my day?” Don’t ever arrive at the office or in front of your computer without a clear list of priorities", Timothy Ferris  ,False
Corruptible ,2023-09-16 03:34:45,158,158,Increase people’s sense of feeling powerful and they won’t care as much what others think of them. They’ll become less eϦective at reading people because they’ll feel less of a need to empathize with others, Brian Klaas  ,False
Corruptible ,2023-09-16 04:37:37,173,173,we often misattribute to stress what is actually passion or intensity, Brian Klaas  ,False
Corruptible ,2023-09-16 04:37:44,173,173,"According to Marmot’s research, however, you do get a harmful biological stress response if you hold a low-status position", Brian Klaas  ,False
Corruptible ,2023-09-16 04:37:53,173,173,"According to Marmot’s research, however, you do get a harmful biological stress response if you hold a low-status position. But the same eϦect also exists for high-status positions that combine high demand with low control", Brian Klaas  ,False
Corruptible ,2023-09-16 06:02:06,179,179,That striking ϯnding suggests that having a robust social network can improve our health by reducing stress and improving our overall well-being, Brian Klaas  ,False
Corruptible ,2023-09-16 06:23:55,186,186,QWERTY layout, Brian Klaas  ,False
Corruptible ,2023-09-16 06:26:45,187,187,They just thought more carefully about what factors might broaden out the pool of, Brian Klaas  ,False
Corruptible ,2023-09-16 06:26:51,187,187,They just thought more carefully about what factors might broaden out the pool of students that would come to them. It worked., Brian Klaas  ,False
Corruptible ,2023-09-16 06:58:16,199,199,Baseball therefore teaches an unexpected lesson for leadership: we often look at the wins and losses rather than evaluating the decisions that produced them. That tunnel vision causes us to wrongly conϲate good results with good leadership and bad results with bad leadership. Reality is more nuanced., Brian Klaas  ,False
Corruptible ,2023-09-16 07:01:19,200,200,"If you only focus on surface-level results without examining the underlying context or the decision-making itself, you’ll end up reinforcing bad behavior rather than deterring it", Brian Klaas  ,False
Corruptible ,2023-09-16 07:01:34,200,200,"We have commissions for disasters, not successes. That needs to change.", Brian Klaas  ,False
Corruptible ,2023-09-16 07:02:44,200,200,"recruit smarter; randomly select people to perform oversight; rotate people around more; and audit decision-making processes, not just results", Brian Klaas  ,False
Corruptible ,2023-09-16 16:00:13,204,204,ultimate system for reminding those in high oϩce about the burdens of power. From, Brian Klaas  ,False
Corruptible ,2023-09-16 16:02:03,205,205,"for most people, constant reminders of how their decisions could aϦect others can create more self-reϲection and therefore improve behavior. It’s not a magic elixir. But it helps", Brian Klaas  ,False
Corruptible ,2023-09-16 16:11:51,211,211,"If he was going to say no to someone, he was going to do so after looking the person in the eye.", Brian Klaas  ,False
Corruptible ,2023-09-16 17:32:46,217,217,"in most of the worst acts of human cruelty and abuse, the perpetrators tried to create social distance between themselves and their victims.", Brian Klaas  ,False
Corruptible ,2023-09-16 17:34:05,218,218,tweaking how those in charge experience psychological distance is key to creating a better society, Brian Klaas  ,False
Corruptible ,2023-09-16 17:36:03,219,219,"So, it seems obvious that the best way to set up systems of accountability is by minimizing the psychological distance between ruler and ruled", Brian Klaas  ,False
Corruptible ,2023-09-16 17:36:52,219,219,"So, it seems obvious that the best way to set up systems of accountability is by minimizing the psychological distance between ruler and ruled. Not so fast.", Brian Klaas  ,False
Corruptible ,2023-09-16 17:38:57,219,219,"policing. In reality, the world is moving in the opposite direction. Computers that use opaque algorithms driven by machine learning are replacing psychologically distant humans", Brian Klaas  ,False
Corruptible ,2023-09-16 18:29:04,236,236,Watching needs to be matched up with the right people seeing., Brian Klaas  ,False
Corruptible ,2023-09-16 18:32:02,237,237,"But to inch toward a utopia instead, we should make people in authority think that they could be watched at any time. That provides a middle ground that allows us to avoid constant invasions of privacy while still making those in charge think twice before they abuse their power", Brian Klaas  ,False
Corruptible ,2023-09-16 18:39:23,240,240,But randomized integrity testing for those who have plenty of opportunity to cause serious harm is usually justiϯed, Brian Klaas  ,False
Corruptible ,2023-09-16 18:39:46,240,240,"should be as limited as possible, target those in power most, and, when feasible, use randomization rather than constant monitoring. We must not sacriϯce our freedoms on the altar of deterrence", Brian Klaas  ,False
Corruptible ,2023-09-16 18:40:17,241,241,But those who were driving below the speed limit were randomly entered into a lottery, Brian Klaas  ,False
Le compte de Monte Cristo ,2023-09-19 04:07:57,87,87,, Alexandre Dumas  ,True
Le compte de Monte Cristo ,2023-09-21 06:44:09,119,119,, Alexandre Dumas  ,True
Le compte de Monte Cristo ,2023-09-22 01:34:08,128,128,, Alexandre Dumas  ,True
Influence ,2023-09-22 18:43:29,11,11,"involving a mother turkey and a stuffed polecat. 1 For a mother turkey, a polecat", Robert B,False
Influence ,2023-09-23 01:01:17,12,12,when we ask someone to do us a favor we will be more successful if we provide a reason. People simply like to have reasons for what they do, Robert B,False
Influence ,2023-09-25 05:30:20,18,18,than if we had lifted it without first trying the light one. The, Robert B,False
Influence ,2023-09-25 05:30:33,18,18,The contrast principle, Robert B,False
Influence ,2023-09-26 01:54:20,22,22,"the rule for reciprocation.1 The rule says that we should try to repay, in kind, what another person has provided us", Robert B,False
Influence ,2023-09-26 02:33:17,33,33,"There is a strong cultural pressure to reciprocate a gift, even an unwanted one; but there is no such pressure to purchase an unwanted commercial product", Robert B,False
Influence ,2023-09-26 02:34:05,34,34,"as we have already seen, the rule allows one person to choose the nature of the indebting first favor and the nature of the debt-canceling return favor, we could easily be manipulated into an unfair exchange by those who might wish to exploit the rule.", Robert B,False
Influence ,2023-09-26 02:38:37,35,35,"combination, the reality of internal discomfort and the possibility of external shame can produce a heavy psychological cost.", Robert B,False
Influence ,2023-09-26 02:41:53,36,36,"Another consequence of the rule, however, is an obligation to make a concession to someone who has made a concession to us", Robert B,False
Influence ,2023-09-26 02:45:51,37,37,"the society must arrange to have these initial, incompatible desires set aside for the sake of socially beneficial cooperation. This is accomplished through procedures that promote compromise. Mutual concession is one important such procedure.", Robert B,False
Influence ,2023-09-26 02:46:37,37,37,"The first is obvious. It pressures the recipient of an already-made concession to respond in kind. The second, while not so obvious, is pivotally important. Just as in the case of favors, gifts, or aid, the obligation to reciprocate a concession encourages the creation of socially desirable arrangements by ensuring that anyone seeking to start such an arrangement will not be exploited", Robert B,False
Influence ,2023-09-26 02:46:45,37,37,"After all, if there were no social obligation to reciprocate a concession, who would want to make the first sacrifice?", Robert B,False
Influence ,2023-09-26 02:47:31,37,37,"The technique is a simple one that we can call the rejection-then-retreat technique. Suppose you want me to agree to a certain request. One way to increase your chances would be first to make a larger request of me, one that I will most likely turn down.Then, after I have refused, you would make the smaller request that you were really interested in all along", Robert B,False
Influence ,2023-09-26 02:50:18,38,38,So the second request could be an objectively large one—as long as it was smaller than the first request—and the technique would still work, Robert B,False
Influence ,2023-09-26 02:52:24,39,39,Any subsequent retreat from that wholly unrealistic initial position is not viewed as a genuine concession and thus is not reciprocated, Robert B,False
Influence ,2023-09-26 02:52:41,39,39,"The truly gifted negotiator, then, is one whose initial position is exaggerated enough to allow for a series of reciprocal concessions that will yield a desirable final offer from the opponent, yet is not so outlandish as to be seen as illegitimate from the start", Robert B,False
Influence ,2023-09-26 02:56:11,40,40,"Of course, the most important goal for a door-to-door salesperson is to make the sale.However, the training programs of each of the companies I investigated emphasized that a second important goal was to obtain from prospects the names of referrals—friends, relatives, or neighbors on whom we could call.", Robert B,False
Influence ,2023-09-26 03:10:28,45,45,"Strangely enough, then, it seems that the rejection-then-retreat tactic spurs people not only to agree to a desired request but actually to carry out the request and, finally, to volunteer to perform further requests.", Robert B,False
Influence ,2023-09-26 03:13:20,46,46,"But it appeared to these subjects that they had made the opponent change, that they had produced his concessions. The result was that they felt more responsible for the final outcome of the negotiations", Robert B,False
Influence ,2023-09-26 03:13:37,46,46,it also causes them to feel more responsible for having “dictated” the final agreement, Robert B,False
Influence ,2023-09-26 03:13:49,46,46,commitments becomes understandable: A, Robert B,False
Influence ,2023-09-26 03:13:52,46,46,commitments becomes understandable: A person who feels responsible for the terms of a contract will be more likely to live up to, Robert B,False
Influence ,2023-09-26 03:14:11,46,46,It appears that an agreement that has been forged through the concessions of one’s opponent is quite satisfying, Robert B,False
Influence ,2023-09-26 03:22:46,49,49,"Merely define whatever you have received from the inspector—extinguisher, safety information, hazard inspection—not as gifts, but as sales devices, and you will be free to decline (or accept) his purchase offer without even a tug from the reciprocity rule: A favor rightly follows a favor—not a piece of sales strategy", Robert B,False
Influence ,2023-09-30 06:39:06,52,52,"but in the minds of those bettors, its prospects improve significantly once that ticket is purchased.", Robert B,False
Influence ,2023-09-30 06:39:31,52,52,"It is, quite simply, our nearly obsessive desire to be (and to appear) consistent with what we have already done", Robert B,False
Influence ,2023-09-30 06:39:39,52,52,"Once we have made a choice or taken a stand, we will encounter personal and interpersonal pressures to behave consistently with that commitment. Those pressures will cause us to respond in ways that justify our earlier decision.", Robert B,False
Influence ,2023-09-30 06:46:16,53,53,"Once a stand had been taken, the need for consistency pressured these people to bring what they felt and believed into line with what they had already done.", Robert B,False
Influence ,2023-09-30 06:48:12,53,53,"Indeed, we all fool ourselves from time to time in order to keep our thoughts and beliefs consistent with what we have already done or decided.", Robert B,False
Influence ,2023-09-30 07:00:02,57,57,it should not be surprising that such consistency can also be exploited by those who would prefer that we not think too much in response to their requests for our compliance., Robert B,False
Influence ,2023-10-01 05:51:22,60,60,"If I can get you to make a commitment (that is, to take a stand, to go on record), I will have set the stage for your automatic and ill-considered consistency with that earlier commitment", Robert B,False
Influence ,2023-10-01 06:02:32,63,63,"For the salesperson, the strategy is to obtain a large purchase by starting with a small one", Robert B,False
Influence ,2023-10-01 06:02:42,63,63,". Almost any small sale will do, because the purpose of that small transaction is not profit. It is commitment", Robert B,False
Influence ,2023-10-01 06:06:40,65,65,"When, two weeks later, they were asked to perform another public service by displaying the DRIVE CAREFULLY sign, they complied in order to be consistent with their newly formed self-images", Robert B,False
Influence ,2023-10-01 06:08:17,65,65,"cooperates with good causes. 6 What the Freedman and Fraser findings tell us, then, is to be very careful about agreeing to trivial requests. Such", Robert B,False
Influence ,2023-10-01 06:10:20,66,66,Notice that all of the foot-in-the-door experts seem to be excited about the same thing: You can use small commitments to manipulate a person’s self-image, Robert B,False
Influence ,2023-10-01 06:18:19,68,68,"It seems that a statement of belief produces a click, whirr response in those who view it. Unless there is strong evidence to the contrary, observers automatically assume that someone who makes such a statement means it.", Robert B,False
Influence ,2023-10-01 06:24:16,70,70,"Like the Amway Corporation, then, these organizations have found that something special happens when people personally put their commitments on paper: They live up to what they have written down", Robert B,False
Influence ,2023-10-02 03:15:05,72,72,have bound ourselves to them publicly can be put to good use., Robert B,False
Influence ,2023-10-02 03:17:46,74,74,"more effort that goes into a commitment, the greater is its ability to influence the attitudes of the person who made it", Robert B,False
Influence ,2023-10-03 00:09:10,79,79,, Robert B,True
Influence ,2023-10-03 00:13:31,80,80,Social scientists have determined that we accept inner responsibility for a behavior when we think we have chosen to perform it in the absence of strong outside pressures, Robert B,False
Influence ,2023-10-03 00:52:05,83,83,"Thus, the less detectable outside pressure such a reason contains, the better", Robert B,False
Influence ,2023-10-03 00:53:43,83,83,compliance professionals love commitments that produce inner change, Robert B,False
Influence ,2023-10-03 00:58:51,85,85,"An advantage is offered that induces a favorable purchase decision; then, sometime after the decision has been made but before the bargain is sealed, the original purchase advantage is deftly removed", Robert B,False
Influence ,2023-10-03 01:07:01,88,88,"Much like Sara, they appeared to have become committed to a choice through an initial inducement and were still more", Robert B,False
Influence ,2023-10-03 06:14:23,97,97,We view a behavior as more correct in a given situation to the degree that we see others performing it., Robert B,False
Influence ,2023-10-05 00:56:39,100,100,apparently the principle of social proof works best when the proof is provided by the actions of a lot of other people, Robert B,False
Influence ,2023-10-05 01:03:05,98,98,, Robert B,True
Influence ,2023-10-05 01:15:15,107,107,"The greater the number of people who find any idea correct, the more the idea will be correct", Robert B,False
Influence ,2023-10-05 01:15:29,107,107,"physical evidence could not be changed, the social evidence had to be. Convince", Robert B,False
Influence ,2023-10-05 05:45:23,107,107,, Robert B,True
Influence ,2023-10-06 02:18:15,116,116,"We have already explored one of those conditions: uncertainty. Without question, when people are uncertain, they are more likely", Robert B,False
Influence ,2023-10-06 02:19:05,116,116,working condition: similarity. The principle of social proof operates most powerfully when we are, Robert B,False
Influence ,2023-10-07 22:09:10,124,124,, Robert B,True
Influence ,2023-10-07 22:11:00,126,126,Thus the most influential leaders are those who know how to arrange group conditions to allow the principle of social proof to work maximally in their favor., Robert B,False
Influence ,2023-10-07 22:37:35,135,135,, Robert B,True
Influence ,2023-10-07 23:18:24,140,140,Dress is a good example. Several studies have demonstrated that we are more likely to help those who dress like us, Robert B,False
Influence ,2023-10-07 23:21:02,141,141,attention. Joe understands an important fact about human nature: We are phenomenal suckers for flattery, Robert B,False
Influence ,2023-10-07 23:23:50,142,142,we like things that are familiar to us., Robert B,False
Influence ,2023-10-07 23:25:17,142,142,Often we don’t realize that our attitude toward something has been influenced, Robert B,False
Influence ,2023-10-07 23:26:11,143,143,"In fact, continued exposure to a person or object under unpleasant conditions such as frustration, conflict, or competition leads to less liking. 14 And the typical American classroom fosters precisely these unpleasant conditions. Consider the illuminating report of a psychologist, Elliot Aronson, called in to consult with school authorities on problems in the Austin, Texas, schools. His description of how he found education proceeding in the standard classroom could apply to nearly any public school in the United States: In general, here is how it works: The teacher stands in front of the class and asks a question. Six to ten children strain", Robert B,False
Influence ,2023-10-07 23:26:23,143,143,"contact doesn’t necessarily cause greater liking. In fact, continued exposure to a person or object under unpleasant conditions such as frustration, conflict, or competition leads to less liking. 14 And the typical American classroom fosters precisely these unpleasant conditions. Consider the illuminating report of a psychologist, Elliot Aronson, called in to consult with school authorities on problems in the Austin, Texas, schools. His description of how he found education proceeding in the standard classroom could apply to nearly any public school in the United States: In general, here is how it works: The teacher stands in front of the class and asks a question. Six to ten children strain", Robert B,False
Influence ,2023-10-07 23:26:25,143,143,"repeated contact doesn’t necessarily cause greater liking. In fact, continued exposure to a person or object under unpleasant conditions such as frustration, conflict, or competition leads to less liking. 14 And the typical American classroom fosters precisely these unpleasant conditions. Consider the illuminating report of a psychologist, Elliot Aronson, called in to consult with school authorities on problems in the Austin, Texas, schools. His description of how he found education proceeding in the standard classroom could apply to nearly any public school in the United States: In general, here is how it works: The teacher stands in front of the class and asks a question. Six to ten children strain", Robert B,False
Influence ,2023-10-07 23:26:27,143,143,"through repeated contact doesn’t necessarily cause greater liking. In fact, continued exposure to a person or object under unpleasant conditions such as frustration, conflict, or competition leads to less liking. 14 And the typical American classroom fosters precisely these unpleasant conditions. Consider the illuminating report of a psychologist, Elliot Aronson, called in to consult with school authorities on problems in the Austin, Texas, schools. His description of how he found education proceeding in the standard classroom could apply to nearly any public school in the United States: In general, here is how it works: The teacher stands in front of the class and asks a question. Six to ten children strain", Robert B,False
Influence ,2023-10-07 23:26:31,143,143,"for a while. However well intentioned the proponents of interracial harmony through simple contact, their approach is unlikely to bear fruit because the argument on which it is based is terribly misinformed. First of all, the school setting is no melting pot where children interact as readily with members of other ethnic groups as they do with their own. Years after formal school integration, there is little social integration. The students clot together ethnically, separating themselves for the most part from other groups.Second, even if there were much more interethnic interaction, research shows that becoming familiar with something", Robert B,False
Influence ,2023-10-08 01:45:31,146,146,The crucial procedure was the experimenters’ imposition of common goals on the groups, Robert B,False
Influence ,2023-10-08 01:50:57,149,149,"First, although the familiarity produced by contact usually leads to greater liking, the opposite occurs if the contact carries distasteful experiences with it", Robert B,False
Influence ,2023-10-08 01:52:22,149,149,"Compliance professionals are forever attempting to establish that we and they are working for the same goals, that we must “pull together” for mutual benefit, that they are, in essence, our teammates. A host of examples is possible. Most are familiar, like the new-car salesman who", Robert B,False
Influence ,2023-10-08 01:58:05,152,152,"There is a natural human tendency to dislike a person who brings us unpleas-ant information, even when that person did not cause the bad news. The simple association with it is enough to stimulate our dislike", Robert B,False
Influence ,2023-10-08 02:01:28,153,153,They were giving us a lesson in the negative side of the principle of association. And they were right. People do assume that we have the same personality traits as our friends, Robert B,False
Influence ,2023-10-08 02:03:15,154,154,"The important thing for the advertiser is to establish the connection; it doesn’t have to be a logical one, just a positive one.", Robert B,False
Influence ,2023-10-08 02:16:33,160,160,"it is true that, to make ourselves look good, we try to bask in the reflected glory of the successes we are even remotely associated with, a provocative implication emerges: We will be most likely to use this approach when we feel that we don’t look so good.", Robert B,False
Influence ,2023-10-08 02:16:42,159,159,discarded their bags and went public once more. All this tells me that we purposefully manipulate the visibility of our connections with winners and losers in order to make ourselves look, Robert B,False
Influence ,2023-10-08 02:16:51,158,158,The self is at stake, Robert B,False
Influence ,2023-10-08 02:21:24,161,161,"are individuals with a hidden personality flaw—a poor self-concept. Deep inside is a sense of low personal worth that directs them to seek prestige not from the generation or promotion of their own attainments, but from the generation or promotion of their associations with others of attainment", Robert B,False
Influence ,2023-10-08 02:30:27,166,166,, Robert B,True
Influence ,2023-10-08 17:15:45,174,174,we are often as vulnerable to the symbols of authority as to the substance, Robert B,False
Influence ,2023-10-08 17:16:23,175,175,Titles are simultaneously the most difficult and the easiest symbols of authority to acquire. To earn one normally takes years of work and achievement, Robert B,False
Influence ,2023-10-08 17:20:18,177,177,The outward signs of power and authority frequently may be counterfeited with the flimsiest of materials, Robert B,False
Influence ,2023-10-08 21:56:24,183,183,"By establishing their basic truthfulness on minor issues, the compliance professionals who use this ploy can then be more believable when stressing the important aspects of their argument", Robert B,False
Influence ,2023-10-08 22:01:28,184,184,"Might I recommend instead the____or the____?” (Here Vincent suggested a pair of menu items that were fifty cents or so less expensive than the dish the patron had selected initially. ) “They are both excellent tonight. ” With this single maneuver, Vincent engaged several important principles of influence.First, even those who did not take his suggestions felt that Vincent had", Robert B,False
Influence ,2023-10-08 22:08:59,188,188,scarcity principle—that opportunities seem more valuable to us when their availability is limited—, Robert B,False
Influence ,2023-10-08 22:10:54,188,188,"In fact, people seem to be more motivated by the thought of losing something than by the thought of gaining something of equal value", Robert B,False
Influence ,2023-10-09 02:48:53,206,206,"In fact, the cookies made less available through social demand were rated the most desirable of any in the study. This finding highlights the importance of competition in the pursuit of limited resources.", Robert B,False
Influence ,2023-10-09 02:51:19,206,206,"The tactic, called in some circles “goosing ’em off the fence,” can work devastatingly well. The thought of losing out to a rival frequently turns a buyer from hesitant to zealous", Robert B,False
The Art of Impossible ,2023-10-10 01:17:55,9,9,"if you devote your life to accomplishing lowercase i impossibles, you can sometimes end up accomplishing a capital I impossible along the way", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:26:21,14,14,Very little is impossible with ten years’ practice., Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:30:20,16,16,"formula in the same way that computer scientists talk about algorithms, as a sequence of steps that anyone can follow to get consistent results", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:32:17,17,17,Flow is defined as “an optimal state of consciousness where we feel our best and perform our best., Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:33:16,17,17,the term refers to those moments of rapt attention and total absorption when you get so focused on the task at hand that everything else disappears, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:34:43,18,18,"when it comes to tackling the impossible, flow is necessary but not sufficient", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:35:04,19,19,"it also requires training up many of the same skills that flow amplifies: motivation, learning, and creativity", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:35:47,19,19,"What’s more, to handle the massive amplification the state provides, we need an exceptionally stable foundation", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:38:24,21,21,We are all capable of so much more than we know. This is the main lesson a lifetime in peak performance has taught, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:39:09,21,21,Motivation is what gets you into this game; learning is what helps you continue to play; creativity is how you steer; and flow is how you turbo-boost the results beyond all rational standards and reasonable expectations, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:39:15,21,21,the only real way to discover if you are capable of pulling off the impossible— whatever that is for you—is by attempting to pull off the impossible, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:40:46,23,23,", is actually a catch-all for three subsets of skills: drive", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:40:50,23,23,", is actually a catch-all for three subsets of skills: drive, grit, and goals", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:43:46,25,25,"Either you fight over dwindling resources, or you get creative and make more resources", Steven Kotler  ,False
